Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;7;0;1;0;1;1;1;0;1;N;7;
Falco;4;2;1;1;1;0;1;1;1;1;N;-1;
Aquila;4;7;0;1;1;1;1;0;1;1;N;6;
Gheppio;4;6;0;0;1;1;1;1;1;1;Y;13;
Condor;4;5;0;0;0;0;1;1;1;1;Y;19;
Gufo;4;6;1;0;0;1;1;0;0;1;Y;12;
Sparviere;4;0;0;0;0;1;1;0;1;0;Y;18;
Civetta;4;6;1;0;0;1;0;1;1;1;N;7;
Colomba;4;0;1;0;0;1;0;0;1;0;Y;11;
