Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;R9;Win;FinalScore;
Corvo;4;5;1;0;0;1;1;0;1;1;1;N;5;
Falco;4;6;0;0;1;0;1;0;1;1;1;Y;14;
Aquila;4;4;1;1;1;1;0;0;0;0;1;Y;14;
Gheppio;4;1;1;1;1;0;0;0;0;1;1;N;4;
Condor;4;7;0;1;0;0;1;0;1;1;1;N;8;
Gufo;4;5;0;1;0;0;1;1;1;1;1;Y;10;
Sparviere;4;1;1;1;1;0;1;0;1;0;1;Y;10;
Civetta;4;6;0;1;0;1;0;0;1;1;1;Y;11;
Colomba;4;0;0;1;0;0;0;0;0;1;1;Y;18;
