Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;0;1;0;1;0;1;1;1;N;4;
Falco;4;4;0;1;1;0;1;1;0;Y;16;
Aquila;4;3;0;0;1;1;1;1;1;Y;9;
Gheppio;4;8;1;1;1;1;0;1;1;Y;10;
Condor;4;0;0;1;1;1;0;1;0;Y;17;
Gufo;4;6;0;0;0;1;0;1;1;N;7;
Sparviere;4;4;0;1;1;1;1;1;1;Y;14;
Civetta;4;2;0;1;1;0;1;1;1;Y;19;
Colomba;4;1;0;1;1;1;1;0;1;N;7;
