Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;6;1;1;0;1;0;1;Y;9;
Falco;4;4;0;1;1;1;1;1;Y;12;
Aquila;4;0;0;1;0;0;1;1;Y;15;
Gheppio;4;7;0;1;1;1;1;1;Y;12;
Condor;4;5;1;0;0;0;0;1;Y;9;
Gufo;4;1;1;0;0;1;0;1;N;7;
Sparviere;4;5;1;0;0;1;1;1;N;0;
Civetta;4;8;0;1;0;0;1;1;Y;14;
Colomba;4;1;0;1;0;1;1;1;Y;10;
