Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;4;8;0;1;1;Y;10;
Falco;4;2;0;0;1;Y;11;
Aquila;4;2;1;1;1;N;5;
Gheppio;4;3;1;1;1;N;5;
Condor;4;3;0;1;1;Y;10;
Gufo;4;8;0;1;1;Y;10;
Sparviere;4;2;1;0;1;N;6;
Civetta;4;0;0;1;1;N;6;
Colomba;4;7;0;1;1;Y;10;
