Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;7;1;0;0;1;1;0;1;N;5;
Falco;4;0;0;0;0;1;0;1;1;Y;14;
Aquila;4;0;0;0;0;1;1;1;1;Y;10;
Gheppio;4;3;0;0;1;0;1;1;1;Y;13;
Condor;4;0;1;0;0;1;0;0;1;Y;10;
Gufo;4;2;1;0;0;0;0;0;1;N;8;
Sparviere;4;3;0;0;1;1;1;0;1;Y;9;
Civetta;4;7;1;0;0;0;1;1;0;N;4;
Colomba;4;0;0;0;0;0;0;1;1;Y;13;
