Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;8;0;1;1;1;Y;12;
Falco;4;5;1;1;1;1;N;-1;
Aquila;4;1;0;1;1;1;N;8;
Gheppio;4;8;0;1;1;1;Y;12;
Condor;4;8;1;0;0;1;Y;9;
Gufo;4;6;0;1;1;1;Y;12;
Sparviere;4;6;1;0;1;0;Y;9;
Civetta;4;6;1;1;1;1;N;-1;
Colomba;4;8;1;0;1;0;Y;9;
