Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;7;1;0;1;0;1;Y;11;
Falco;4;7;1;1;0;1;0;N;4;
Aquila;4;6;1;1;0;1;1;Y;10;
Gheppio;4;8;1;0;1;0;0;N;5;
Condor;4;4;0;0;1;1;1;Y;15;
Gufo;4;0;0;1;0;0;1;Y;12;
Sparviere;4;2;1;1;1;1;0;N;3;
Civetta;4;4;1;1;1;1;1;N;5;
Colomba;4;8;1;0;0;1;1;Y;15;
