Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;8;0;1;1;1;Y;12;
Falco;4;7;0;1;1;1;Y;9;
Aquila;4;2;1;1;1;0;N;4;
Gheppio;4;8;0;1;1;1;Y;9;
Condor;4;2;0;1;0;1;Y;13;
Gufo;4;4;0;1;1;0;Y;10;
Sparviere;4;4;0;1;1;1;N;5;
Civetta;4;3;0;1;0;1;Y;10;
Colomba;4;3;0;1;1;1;Y;9;
