Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;6;0;0;0;1;N;8;
Falco;4;8;1;0;1;1;Y;12;
Aquila;4;8;1;0;0;1;N;3;
Gheppio;4;8;1;1;0;1;N;5;
Condor;4;0;1;0;1;0;Y;10;
Gufo;4;3;0;1;1;1;N;8;
Sparviere;4;6;1;0;1;1;Y;12;
Civetta;4;5;1;0;1;1;Y;12;
Colomba;4;2;1;0;1;0;Y;9;
