Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;5;0;0;0;0;1;1;1;0;Y;21;
Falco;4;7;0;1;0;1;1;1;1;1;Y;13;
Aquila;4;0;1;1;1;0;0;0;0;0;Y;13;
Gheppio;4;1;0;1;0;0;1;0;1;1;N;6;
Condor;4;1;0;0;0;1;1;1;1;0;Y;13;
Gufo;4;3;0;1;0;1;1;0;1;0;N;8;
Sparviere;4;4;1;1;1;0;1;0;1;1;Y;9;
Civetta;4;6;0;1;0;0;0;1;1;1;Y;10;
Colomba;4;3;0;1;0;1;1;1;0;1;N;3;
