Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;2;0;1;1;1;1;1;Y;12;
Falco;4;4;0;1;1;0;1;0;N;6;
Aquila;4;8;0;1;0;1;1;1;Y;13;
Gheppio;4;4;0;0;1;0;1;1;N;4;
Condor;4;0;0;0;0;0;1;1;Y;13;
Gufo;4;1;0;1;0;0;0;1;Y;10;
Sparviere;4;4;1;0;0;1;0;0;Y;9;
Civetta;4;3;0;0;0;1;0;1;N;5;
Colomba;4;1;1;0;0;0;1;1;Y;11;
