Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;3;1;0;0;1;N;5;
Falco;4;3;0;0;1;1;Y;9;
Aquila;4;2;0;0;0;1;Y;14;
Gheppio;4;2;1;1;1;0;N;4;
Condor;4;1;1;0;1;1;N;8;
Gufo;4;6;0;1;1;1;Y;12;
Sparviere;4;0;0;1;1;0;Y;9;
Civetta;4;2;0;1;1;1;N;8;
Colomba;4;8;0;1;0;1;Y;9;
