Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;3;1;1;0;0;1;1;1;1;Y;11;
Falco;4;6;1;1;0;0;1;0;1;1;N;5;
Aquila;4;5;1;1;1;1;1;1;1;1;N;-1;
Gheppio;4;3;0;1;0;0;0;1;1;1;Y;10;
Condor;4;0;1;0;1;1;0;0;0;1;Y;14;
Gufo;4;8;0;0;1;0;0;0;1;1;N;4;
Sparviere;4;2;1;0;0;1;0;1;1;1;Y;12;
Civetta;4;8;0;0;1;0;1;1;1;0;Y;9;
Colomba;4;2;0;0;1;0;0;1;1;1;Y;13;
