Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;3;0;1;0;0;0;1;1;N;5;
Falco;4;0;1;1;0;1;1;0;1;Y;11;
Aquila;4;7;0;0;1;0;1;1;1;Y;17;
Gheppio;4;4;0;0;1;1;0;0;1;N;7;
Condor;4;3;0;1;0;0;1;1;1;N;6;
Gufo;4;7;0;0;0;0;1;1;1;Y;15;
Sparviere;4;8;1;1;1;0;1;1;1;Y;10;
Civetta;4;6;1;1;0;0;1;1;1;N;8;
Colomba;4;0;0;0;1;0;0;0;1;Y;13;
