Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;7;0;0;1;0;1;1;1;N;6;
Falco;4;0;0;0;0;0;0;0;1;Y;17;
Aquila;4;4;0;1;0;1;1;1;1;N;8;
Gheppio;4;4;0;0;1;1;1;1;1;Y;11;
Condor;4;8;0;0;1;0;1;1;1;Y;10;
Gufo;4;2;1;0;0;0;1;1;1;Y;10;
Sparviere;4;8;1;0;0;1;0;1;1;N;6;
Civetta;4;2;0;1;1;1;1;1;1;N;0;
Colomba;4;3;1;0;1;0;0;0;1;Y;10;
