Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;2;0;1;0;1;1;1;N;6;
Falco;4;2;1;0;0;0;1;1;Y;11;
Aquila;4;2;1;0;0;1;1;1;Y;14;
Gheppio;4;7;1;0;0;0;1;1;N;5;
Condor;4;3;0;0;0;1;1;1;Y;12;
Gufo;4;3;1;0;1;0;1;1;N;0;
Sparviere;4;0;0;0;1;0;0;1;Y;9;
Civetta;4;1;1;0;0;1;1;1;Y;13;
Colomba;4;6;1;0;0;1;1;1;Y;10;
