Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;1;1;0;0;1;1;N;8;
Falco;4;7;0;0;1;1;1;Y;12;
Aquila;4;3;0;0;1;1;1;N;8;
Gheppio;4;6;0;0;1;0;1;Y;13;
Condor;4;7;0;1;1;1;1;Y;10;
Gufo;4;3;0;0;1;1;1;Y;12;
Sparviere;4;2;1;0;0;1;1;N;5;
Civetta;4;2;0;0;1;1;1;Y;15;
Colomba;4;4;1;0;0;0;1;N;6;
