Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;2;1;0;0;1;1;1;Y;10;
Falco;4;7;0;0;0;1;1;1;N;5;
Aquila;4;8;1;0;0;1;0;0;N;8;
Gheppio;4;3;0;1;1;1;1;0;Y;13;
Condor;4;0;1;1;1;1;1;1;N;-1;
Gufo;4;2;1;0;1;0;1;1;Y;9;
Sparviere;4;6;0;1;0;0;1;1;Y;12;
Civetta;4;6;0;1;0;0;0;1;Y;16;
Colomba;4;1;0;1;0;0;1;1;Y;11;
