Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;1;0;1;1;1;1;1;1;Y;10;
Falco;4;0;1;1;0;0;0;0;1;Y;11;
Aquila;4;6;1;0;0;1;1;0;1;N;6;
Gheppio;4;3;1;0;0;0;1;1;1;Y;10;
Condor;4;7;0;1;1;1;1;1;1;Y;14;
Gufo;4;8;0;0;1;1;1;1;0;Y;17;
Sparviere;4;3;1;0;0;0;1;1;1;Y;10;
Civetta;4;0;0;0;1;1;1;0;0;N;7;
Colomba;4;6;0;0;0;1;0;1;1;Y;18;
