Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;1;1;1;0;1;1;0;1;1;Y;10;
Falco;4;6;1;0;1;1;1;1;1;1;N;-1;
Aquila;4;0;0;1;0;1;1;0;0;1;Y;20;
Gheppio;4;2;1;0;1;1;0;1;1;1;Y;10;
Condor;4;5;0;1;1;1;0;1;0;1;Y;15;
Gufo;4;2;1;1;1;1;1;0;0;0;N;4;
Sparviere;4;6;0;1;1;1;1;1;1;1;Y;12;
Civetta;4;1;0;1;1;0;1;0;1;1;N;7;
Colomba;4;4;1;0;1;0;1;1;0;1;Y;11;
