Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;5;0;1;1;0;0;1;1;Y;10;
Falco;4;8;0;1;1;1;1;1;1;Y;10;
Aquila;4;5;0;0;1;0;1;1;1;Y;10;
Gheppio;4;8;1;0;0;1;1;1;1;N;8;
Condor;4;6;0;0;1;1;1;1;1;Y;19;
Gufo;4;2;0;1;1;1;0;1;1;Y;15;
Sparviere;4;0;0;0;1;0;1;1;1;N;-1;
Civetta;4;2;1;0;0;1;0;1;1;Y;12;
Colomba;4;6;0;1;1;0;1;1;1;Y;12;
