Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;2;0;1;0;1;1;N;7;
Falco;4;6;0;1;1;0;0;Y;12;
Aquila;4;0;0;1;0;1;1;Y;15;
Gheppio;4;1;1;1;0;1;1;Y;10;
Condor;4;0;0;1;1;1;1;N;2;
Gufo;4;3;1;1;1;0;1;N;2;
Sparviere;4;2;0;1;1;1;1;Y;10;
Civetta;4;0;0;1;0;0;0;Y;17;
Colomba;4;5;1;1;0;1;0;N;7;
