Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;4;6;1;0;1;N;6;
Falco;4;6;0;0;1;Y;11;
Aquila;4;1;1;0;1;N;6;
Gheppio;4;1;1;1;1;N;-1;
Condor;4;4;0;0;1;Y;11;
Gufo;4;2;0;1;1;Y;10;
Sparviere;4;2;0;1;1;Y;10;
Civetta;4;2;0;1;1;Y;10;
Colomba;4;3;0;1;1;N;6;
