Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;1;1;0;1;1;1;Y;10;
Falco;4;2;1;1;1;1;0;N;3;
Aquila;4;4;1;1;1;1;1;Y;9;
Gheppio;4;7;0;1;1;1;1;Y;14;
Condor;4;6;0;1;1;0;0;Y;9;
Gufo;4;7;0;1;1;1;1;Y;14;
Sparviere;4;8;0;1;1;1;1;Y;10;
Civetta;4;2;1;1;1;0;0;N;4;
Colomba;4;3;0;0;0;1;1;Y;16;
