Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;1;1;1;1;0;0;1;Y;17;
Falco;4;1;1;1;1;1;1;1;N;3;
Aquila;4;4;0;0;1;1;0;1;Y;15;
Gheppio;4;6;1;0;1;0;0;0;Y;15;
Condor;4;8;0;0;1;1;1;1;Y;10;
Gufo;4;2;1;1;1;1;1;1;N;-1;
Sparviere;4;1;1;1;1;0;1;1;N;-1;
Civetta;4;8;1;0;1;1;0;1;N;6;
Colomba;4;5;0;1;1;1;1;1;Y;16;
