Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;5;1;0;1;1;Y;9;
Falco;4;7;1;0;1;1;N;4;
Aquila;4;7;0;0;1;1;Y;9;
Gheppio;4;3;1;1;1;1;N;-1;
Condor;4;2;1;0;1;1;Y;9;
Gufo;4;8;1;0;1;1;Y;12;
Sparviere;4;2;1;1;0;1;N;8;
Civetta;4;6;1;0;1;1;Y;9;
Colomba;4;0;1;1;1;1;N;7;
