Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;5;1;1;0;0;1;1;Y;10;
Falco;4;0;1;1;0;0;1;0;Y;11;
Aquila;4;1;1;1;0;0;1;1;Y;10;
Gheppio;4;8;1;1;0;1;0;1;N;6;
Condor;4;8;0;0;1;1;1;1;Y;17;
Gufo;4;4;1;1;1;1;1;1;Y;11;
Sparviere;4;4;0;1;1;1;1;0;Y;17;
Civetta;4;8;1;0;0;1;1;1;N;6;
Colomba;4;8;1;1;0;0;0;1;Y;11;
