Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;8;1;0;1;1;1;Y;14;
Falco;4;0;0;0;0;0;1;Y;17;
Aquila;4;6;1;1;0;1;1;N;6;
Gheppio;4;0;0;1;1;1;1;N;6;
Condor;4;5;1;1;1;1;1;Y;13;
Gufo;4;8;1;1;0;1;1;Y;10;
Sparviere;4;1;1;0;1;0;1;N;7;
Civetta;4;7;1;1;1;1;1;N;5;
Colomba;4;6;0;0;1;1;1;Y;15;
