Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;7;1;0;1;1;1;Y;10;
Falco;4;7;0;1;0;1;1;Y;11;
Aquila;4;4;0;0;1;1;1;Y;15;
Gheppio;4;6;1;1;1;1;1;N;5;
Condor;4;6;0;1;1;1;1;Y;10;
Gufo;4;5;0;1;1;0;1;Y;11;
Sparviere;4;3;1;0;1;0;1;Y;15;
Civetta;4;7;1;1;1;0;1;Y;10;
Colomba;4;1;1;1;1;1;1;N;-1;
