Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;1;0;1;0;0;1;Y;10;
Falco;4;6;1;1;1;1;1;N;-1;
Aquila;4;3;1;0;0;1;1;Y;12;
Gheppio;4;0;1;1;0;0;0;Y;10;
Condor;4;2;0;1;1;1;0;N;8;
Gufo;4;8;0;1;1;1;1;Y;10;
Sparviere;4;8;0;0;1;0;1;Y;10;
Civetta;4;6;1;1;1;0;1;N;7;
Colomba;4;3;0;0;1;1;1;Y;11;
