Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;R9;Win;FinalScore;
Corvo;4;5;0;1;1;1;0;0;1;1;1;Y;10;
Falco;4;3;0;0;0;1;0;0;1;1;1;N;6;
Aquila;4;4;1;0;0;0;1;1;1;1;1;Y;10;
Gheppio;4;6;1;0;0;1;0;1;0;1;1;N;-1;
Condor;4;6;1;1;0;1;1;1;1;1;1;N;3;
Gufo;4;0;1;0;1;0;1;0;0;1;0;Y;17;
Sparviere;4;2;0;0;1;1;1;0;1;1;1;Y;20;
Civetta;4;4;1;0;0;0;0;1;0;1;1;N;7;
Colomba;4;8;0;0;0;0;0;1;0;1;1;Y;11;
