Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;5;0;1;1;1;Y;9;
Falco;4;8;1;0;0;0;N;7;
Aquila;4;8;0;1;0;0;N;4;
Gheppio;4;2;0;1;1;1;Y;12;
Condor;4;2;1;1;0;0;N;3;
Gufo;4;7;1;0;0;1;Y;13;
Sparviere;4;2;0;0;0;0;Y;9;
Civetta;4;2;1;1;1;0;N;5;
Colomba;4;3;0;0;1;1;Y;9;
