Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;7;0;0;0;1;Y;14;
Falco;4;4;0;1;0;1;Y;9;
Aquila;4;0;0;0;0;1;Y;11;
Gheppio;4;8;0;1;1;0;N;5;
Condor;4;0;0;1;0;1;N;2;
Gufo;4;3;1;1;1;1;N;-1;
Sparviere;4;8;1;0;0;1;N;6;
Civetta;4;8;0;0;0;1;Y;10;
Colomba;4;7;1;0;0;1;Y;9;
