Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;6;1;0;1;1;Y;12;
Falco;4;6;0;0;1;1;Y;10;
Aquila;4;2;1;0;1;1;Y;9;
Gheppio;4;3;0;0;1;1;Y;13;
Condor;4;1;1;1;1;1;N;-1;
Gufo;4;3;0;0;1;1;N;7;
Sparviere;4;0;0;0;1;1;Y;10;
Civetta;4;3;1;0;1;1;Y;9;
Colomba;4;0;1;1;1;1;N;-1;
