Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;1;1;1;1;1;0;1;N;-1;
Falco;4;4;0;1;0;1;1;1;Y;9;
Aquila;4;8;0;0;0;1;0;1;Y;13;
Gheppio;4;4;0;1;1;1;1;1;Y;13;
Condor;4;3;0;0;1;1;1;1;N;7;
Gufo;4;3;0;1;1;1;1;1;Y;16;
Sparviere;4;7;1;0;1;0;1;1;Y;9;
Civetta;4;2;0;0;0;1;1;1;N;7;
Colomba;4;4;0;1;1;1;1;1;Y;12;
