Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;0;1;1;1;1;N;-1;
Falco;4;4;1;0;1;0;Y;9;
Aquila;4;7;0;1;0;1;N;6;
Gheppio;4;1;0;1;0;0;Y;10;
Condor;4;8;1;0;0;1;N;6;
Gufo;4;7;0;0;1;1;Y;13;
Sparviere;4;1;1;1;1;1;N;-1;
Civetta;4;0;0;0;0;0;Y;12;
Colomba;4;6;0;0;1;0;Y;10;
