Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;2;1;0;1;1;1;1;N;5;
Falco;4;8;0;1;1;1;0;1;Y;9;
Aquila;4;5;0;1;1;0;1;1;Y;13;
Gheppio;4;4;1;0;1;1;1;0;N;5;
Condor;4;2;1;1;1;1;1;1;N;3;
Gufo;4;1;0;1;1;1;1;0;Y;13;
Sparviere;4;0;0;0;1;0;1;0;Y;15;
Civetta;4;4;1;0;1;1;0;1;N;6;
Colomba;4;0;1;0;0;0;0;0;Y;13;
