Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;0;0;1;0;1;Y;10;
Falco;4;4;1;0;1;1;N;8;
Aquila;4;3;0;1;1;1;N;5;
Gheppio;4;4;0;0;1;1;Y;10;
Condor;4;8;1;1;0;1;N;5;
Gufo;4;7;1;0;1;1;Y;12;
Sparviere;4;8;1;1;0;1;N;5;
Civetta;4;3;0;1;1;1;Y;9;
Colomba;4;8;0;1;1;1;Y;12;
