Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;5;1;0;0;0;0;1;1;1;Y;10;
Falco;4;1;1;0;0;0;1;1;1;1;Y;16;
Aquila;4;0;1;0;0;0;0;0;1;1;N;8;
Gheppio;4;6;1;0;0;1;1;0;1;0;N;8;
Condor;4;0;0;1;0;0;0;1;1;0;Y;17;
Gufo;4;6;0;1;0;0;1;0;1;1;Y;10;
Sparviere;4;7;0;0;0;1;1;1;1;1;Y;18;
Civetta;4;7;1;1;1;0;1;0;1;1;Y;9;
Colomba;4;6;0;0;1;1;0;1;1;1;N;3;
