Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;6;0;1;1;0;0;Y;9;
Falco;4;1;1;0;1;1;1;N;0;
Aquila;4;1;0;1;0;0;0;N;4;
Gheppio;4;3;1;1;0;1;0;N;4;
Condor;4;3;0;1;0;1;1;Y;11;
Gufo;4;1;1;0;0;0;1;Y;9;
Sparviere;4;0;0;0;1;0;0;Y;11;
Civetta;4;0;0;1;1;0;0;Y;12;
Colomba;4;7;1;1;0;0;1;N;4;
