Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;0;1;0;0;0;0;1;1;0;Y;11;
Falco;4;0;0;0;0;1;0;1;1;0;Y;24;
Aquila;4;8;0;1;0;0;0;1;1;1;N;6;
Gheppio;4;0;0;0;0;0;0;1;1;1;Y;10;
Condor;4;5;0;1;1;0;0;0;1;1;N;8;
Gufo;4;6;0;0;1;1;0;1;1;1;N;0;
Sparviere;4;8;1;0;0;1;0;1;1;1;Y;14;
Civetta;4;8;0;0;0;1;1;1;1;1;Y;15;
Colomba;4;6;0;0;1;0;0;1;0;1;N;3;
