Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;8;0;0;1;1;1;1;Y;14;
Falco;4;7;1;1;1;0;1;1;Y;12;
Aquila;4;7;1;1;1;0;1;1;N;8;
Gheppio;4;5;1;1;0;1;1;1;N;8;
Condor;4;0;1;0;1;1;1;1;N;4;
Gufo;4;2;1;0;1;0;1;1;Y;9;
Sparviere;4;7;0;0;1;1;1;1;Y;13;
Civetta;4;6;0;0;0;1;1;1;Y;11;
Colomba;4;5;0;1;0;1;0;1;N;7;
