Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;0;0;0;1;0;1;1;Y;15;
Falco;4;7;0;0;1;1;1;1;Y;10;
Aquila;4;8;0;1;1;1;1;1;N;4;
Gheppio;4;0;0;0;0;0;1;0;Y;14;
Condor;4;1;1;0;0;1;1;1;Y;13;
Gufo;4;6;0;1;1;1;1;0;N;0;
Sparviere;4;7;0;0;0;1;0;1;Y;9;
Civetta;4;3;0;1;0;0;0;1;N;6;
Colomba;4;8;0;1;0;0;1;1;N;-1;
