Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;7;1;1;0;0;0;1;1;1;Y;12;
Falco;4;1;1;0;0;0;1;1;1;1;Y;12;
Aquila;4;4;1;0;1;1;1;1;1;1;N;1;
Gheppio;4;6;0;0;1;1;1;1;1;1;Y;21;
Condor;4;2;1;0;0;1;1;0;1;1;Y;9;
Gufo;4;7;1;0;0;0;1;0;0;1;N;4;
Sparviere;4;0;0;0;0;1;1;0;1;0;Y;11;
Civetta;4;3;1;0;0;0;0;1;1;1;Y;10;
Colomba;4;3;1;0;1;1;1;1;1;1;Y;16;
