Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;R9;Win;FinalScore;
Corvo;4;6;0;1;1;0;1;0;1;1;1;N;0;
Falco;4;1;0;0;0;1;1;1;1;1;1;Y;10;
Aquila;4;1;1;0;0;0;0;0;1;0;1;Y;14;
Gheppio;4;4;1;0;0;0;0;1;0;0;1;Y;10;
Condor;4;3;0;0;0;0;1;0;1;0;0;Y;15;
Gufo;4;8;1;0;0;0;0;0;1;1;1;Y;19;
Sparviere;4;0;1;0;0;1;1;0;0;1;1;Y;15;
Civetta;4;1;0;0;0;1;1;0;1;0;1;Y;9;
Colomba;4;0;1;1;1;1;1;1;1;1;1;N;-1;
