Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;0;1;1;0;0;Y;9;
Falco;4;4;1;0;1;1;N;4;
Aquila;4;7;0;1;0;1;Y;10;
Gheppio;4;4;1;1;0;1;N;5;
Condor;4;0;1;1;1;1;N;7;
Gufo;4;8;1;1;0;1;Y;12;
Sparviere;4;6;0;0;1;1;Y;13;
Civetta;4;2;1;0;1;1;Y;12;
Colomba;4;0;1;1;0;1;N;1;
