Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;R9;Win;FinalScore;
Corvo;4;8;1;0;0;0;0;1;1;1;1;N;3;
Falco;4;2;0;0;1;0;0;1;1;1;1;Y;12;
Aquila;4;1;0;1;0;0;0;1;0;1;1;Y;9;
Gheppio;4;2;1;0;1;0;1;1;1;1;1;N;0;
Condor;4;4;0;0;1;1;1;0;1;1;0;Y;10;
Gufo;4;0;0;0;0;0;0;1;0;1;1;Y;24;
Sparviere;4;2;0;0;0;0;1;1;1;1;1;Y;11;
Civetta;4;0;0;0;1;0;0;1;1;0;0;Y;24;
Colomba;4;1;0;0;1;0;0;1;1;0;1;Y;10;
