Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;1;0;0;1;0;0;Y;11;
Falco;4;6;0;1;0;1;1;Y;12;
Aquila;4;8;1;1;1;1;1;N;1;
Gheppio;4;8;0;0;1;0;1;Y;10;
Condor;4;2;0;1;0;1;0;Y;9;
Gufo;4;6;0;1;1;1;1;Y;11;
Sparviere;4;4;0;1;1;1;1;Y;14;
Civetta;4;5;0;1;1;0;1;N;8;
Colomba;4;2;1;0;1;0;1;N;8;
