Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;2;1;1;1;1;N;7;
Falco;4;1;0;1;0;0;Y;11;
Aquila;4;3;1;0;1;0;Y;13;
Gheppio;4;7;0;1;1;1;N;4;
Condor;4;6;1;0;0;1;N;3;
Gufo;4;3;0;0;1;0;Y;11;
Sparviere;4;6;1;0;1;1;Y;12;
Civetta;4;6;1;0;0;0;N;4;
Colomba;4;5;0;1;1;1;Y;12;
