Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;6;0;0;0;0;1;1;1;1;Y;10;
Falco;4;1;0;0;0;1;1;0;1;1;Y;13;
Aquila;4;8;0;0;1;0;1;1;1;1;N;8;
Gheppio;4;0;1;0;1;0;0;1;1;1;Y;11;
Condor;4;1;0;1;1;0;0;0;1;1;Y;9;
Gufo;4;2;1;0;0;1;1;0;1;1;N;-1;
Sparviere;4;0;1;0;0;0;0;1;1;1;N;6;
Civetta;4;0;1;1;1;0;1;0;1;1;N;7;
Colomba;4;0;1;0;0;0;1;0;1;1;Y;14;
