Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;3;1;0;0;0;1;0;0;N;8;
Falco;4;3;0;0;0;1;0;1;1;Y;11;
Aquila;4;7;1;0;0;0;1;1;1;Y;10;
Gheppio;4;5;1;0;0;1;0;1;1;Y;9;
Condor;4;4;0;0;0;0;1;1;1;Y;12;
Gufo;4;2;0;0;1;1;1;1;1;N;0;
Sparviere;4;4;0;0;0;0;1;1;1;N;7;
Civetta;4;5;1;0;0;0;1;1;0;N;6;
Colomba;4;8;0;0;1;0;0;1;1;Y;14;
