Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;6;1;0;1;1;1;Y;10;
Falco;4;5;0;1;0;1;1;Y;11;
Aquila;4;7;1;0;0;1;1;N;8;
Gheppio;4;7;0;1;1;0;1;N;7;
Condor;4;6;0;0;1;1;1;Y;12;
Gufo;4;6;1;0;0;1;1;N;8;
Sparviere;4;1;0;1;1;1;1;Y;10;
Civetta;4;6;0;1;0;0;1;Y;12;
Colomba;4;3;0;1;1;1;1;Y;14;
