Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;1;0;1;1;1;1;1;Y;12;
Falco;4;1;0;1;1;1;0;1;Y;9;
Aquila;4;5;1;0;1;0;1;1;Y;10;
Gheppio;4;4;1;0;1;1;0;1;Y;13;
Condor;4;6;0;0;1;1;1;1;Y;14;
Gufo;4;6;1;1;1;0;0;1;N;2;
Sparviere;4;8;1;0;0;1;1;0;N;7;
Civetta;4;6;1;0;1;0;0;1;N;7;
Colomba;4;3;0;1;1;0;1;0;Y;11;
