Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;8;1;0;0;1;1;1;N;6;
Falco;4;0;1;0;0;1;0;1;Y;14;
Aquila;4;8;0;1;0;1;1;1;Y;10;
Gheppio;4;2;1;0;1;0;1;1;Y;13;
Condor;4;7;1;0;1;1;1;1;Y;12;
Gufo;4;7;0;0;1;1;1;1;Y;17;
Sparviere;4;3;0;1;0;1;1;1;Y;10;
Civetta;4;3;0;1;0;1;1;1;Y;9;
Colomba;4;3;0;1;1;1;0;1;N;0;
