Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;8;1;1;1;1;1;Y;9;
Falco;4;7;0;1;0;1;1;Y;15;
Aquila;4;6;1;0;1;1;1;N;3;
Gheppio;4;0;0;1;1;1;1;Y;10;
Condor;4;0;0;0;0;0;1;Y;14;
Gufo;4;8;1;1;0;1;1;Y;10;
Sparviere;4;6;1;0;0;1;1;N;8;
Civetta;4;2;1;1;1;1;1;N;5;
Colomba;4;8;1;1;1;0;1;Y;10;
