Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;0;0;1;0;1;0;1;1;Y;10;
Falco;4;4;0;1;1;1;1;0;1;N;7;
Aquila;4;3;1;0;1;1;0;0;1;N;6;
Gheppio;4;0;1;1;1;1;1;1;1;N;-1;
Condor;4;0;0;0;0;1;0;1;1;Y;14;
Gufo;4;1;0;0;1;0;1;1;1;Y;12;
Sparviere;4;3;0;0;1;0;1;1;1;Y;10;
Civetta;4;0;0;0;0;1;0;1;1;Y;18;
Colomba;4;0;1;0;0;0;0;1;1;Y;14;
