Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;7;0;1;1;1;Y;12;
Falco;4;2;1;0;1;1;N;8;
Aquila;4;2;0;1;0;1;Y;9;
Gheppio;4;1;0;1;1;1;Y;12;
Condor;4;7;1;1;1;1;N;-1;
Gufo;4;1;0;1;0;1;Y;9;
Sparviere;4;2;1;0;1;0;N;5;
Civetta;4;1;1;1;1;1;N;-1;
Colomba;4;6;1;0;0;1;Y;9;
