Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;6;1;0;1;1;N;8;
Falco;4;3;1;0;0;1;Y;9;
Aquila;4;5;1;1;1;0;N;1;
Gheppio;4;3;0;1;1;1;Y;12;
Condor;4;1;1;1;0;1;Y;12;
Gufo;4;8;1;1;0;1;N;8;
Sparviere;4;6;1;0;1;1;Y;12;
Civetta;4;2;1;1;1;0;N;1;
Colomba;4;2;1;0;1;0;Y;10;
