Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;0;0;0;1;0;0;0;1;0;Y;18;
Falco;4;8;1;0;0;0;1;1;1;0;N;7;
Aquila;4;3;0;1;0;1;1;0;0;0;Y;10;
Gheppio;4;6;0;0;1;1;1;1;1;1;Y;14;
Condor;4;5;0;1;0;1;0;1;1;1;N;7;
Gufo;4;3;0;0;1;1;0;1;1;1;Y;11;
Sparviere;4;7;0;1;1;1;0;1;1;1;Y;9;
Civetta;4;8;0;1;0;0;1;0;1;1;N;5;
Colomba;4;5;0;1;1;0;1;0;1;1;N;7;
