Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;4;5;1;1;1;N;5;
Falco;4;6;1;1;1;N;-1;
Aquila;4;8;0;1;0;Y;11;
Gheppio;4;8;1;0;1;N;6;
Condor;4;5;1;0;1;Y;10;
Gufo;4;5;0;0;1;Y;11;
Sparviere;4;3;0;1;1;N;6;
Civetta;4;2;0;1;0;Y;11;
Colomba;4;1;1;0;1;Y;10;
