Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;1;0;0;0;1;0;1;N;6;
Falco;4;6;0;0;1;0;0;0;N;7;
Aquila;4;3;0;1;1;1;1;1;Y;12;
Gheppio;4;5;0;0;0;1;0;1;N;7;
Condor;4;2;0;0;0;0;1;1;Y;10;
Gufo;4;3;0;1;1;1;1;0;Y;13;
Sparviere;4;8;1;0;1;1;1;1;Y;9;
Civetta;4;5;0;0;1;1;0;1;N;5;
Colomba;4;8;0;1;0;1;0;1;Y;15;
