Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;6;1;1;0;0;0;1;1;Y;10;
Falco;4;2;0;0;1;1;1;0;1;Y;20;
Aquila;4;8;1;1;1;1;1;1;1;N;-1;
Gheppio;4;8;0;1;1;1;1;0;1;Y;11;
Condor;4;0;1;0;1;0;1;0;0;N;7;
Gufo;4;4;1;1;0;0;1;1;1;N;8;
Sparviere;4;4;1;0;0;0;1;0;1;N;8;
Civetta;4;0;1;1;1;1;1;1;0;Y;10;
Colomba;4;4;1;0;1;1;0;1;1;Y;12;
