Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;R9;Win;FinalScore;
Corvo;4;7;1;1;1;0;0;0;1;1;1;Y;9;
Falco;4;8;1;0;1;1;1;0;1;1;0;N;0;
Aquila;4;1;1;0;1;1;1;0;1;1;1;Y;12;
Gheppio;4;0;1;0;0;1;0;1;1;0;0;Y;15;
Condor;4;4;0;1;0;1;0;1;1;0;0;N;5;
Gufo;4;2;0;1;0;1;0;0;1;1;1;Y;18;
Sparviere;4;8;0;0;1;1;0;0;1;1;1;N;8;
Civetta;4;5;1;1;1;1;1;0;0;0;1;Y;9;
Colomba;4;3;0;1;0;1;1;0;1;1;1;Y;10;
